"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GWPH","GW Pharmaceuticals Plc","103.75","$2.05B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","8.37","$49.66M","2014","Finance","Life Insurance","http://www.nasdaq.com/symbol/gwgh",
"GYRO","Gyrodyne , LLC","28.8","$868550.4","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","18.34","$646.56M","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees",
"HLG","Hailiang Education Group Inc.","9.4899","$230.05M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hlg",
"HNRG","Hallador Energy Company","7.39","$214.64M","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","11.13","$213.81M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","17.38","$2.22B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HBK","Hamilton Bancorp, Inc.","13.7","$46.83M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HMPR","Hampton Roads Bankshares Inc","1.99","$339.7M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmpr",
"HBHC","Hancock Holding Company","27.09","$2.12B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc",
"HBHCL","Hancock Holding Company","24.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhcl",
"HNH","Handy & Harman Ltd.","25.11","$306.64M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh",
"HAFC","Hanmi Financial Corporation","24.34","$778.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hafc",
"HNSN","Hansen Medical, Inc.","0.4998","$9.44M","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HQCL","Hanwha Q CELLS Co., Ltd. ","10.75","$902.84M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hqcl",
"HDNG","Hardinge, Inc.","9.78","$125.54M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hdng",
"HLIT","Harmonic Inc.","5.72","$504.09M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/hlit",
"HRMN","Harmony Merger Corp.","9.9","$149.34M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmn",
"HRMNU","Harmony Merger Corp.","10.2","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnu",
"HRMNW","Harmony Merger Corp.","0.32","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hrmnw",
"TINY","Harris & Harris Group, Inc.","2.37","$74.23M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/tiny",
"HART          ","Harvard Apparatus Regenerative Technology, Inc.","1","$12.02M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hart          ",
"HBIO","Harvard Bioscience, Inc.","4.25","$144.18M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","12.29","$76.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcap",
"HCAPL","Harvest Capital Credit Corporation","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcapl",
"HAS","Hasbro, Inc.","75.55","$9.44B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","24.3","$1.33B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha",
"HCOM","Hawaiian Telcom Holdco, Inc.","21","$231.15M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/hcom",
"HWKN","Hawkins, Inc.","37.72","$401.89M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","14.0725","$76.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hwbk",
"HAYN","Haynes International, Inc.","36.02","$448.3M","2007","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/hayn",
"HDS","HD Supply Holdings, Inc.","31.97","$6.37B","2013","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hds",
"HIIQ","Health Insurance Innovations, Inc.","4.89","$71.29M","2013","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq",
"HCSG","Healthcare Services Group, Inc.","33.57","$2.41B","1983","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hcsg",
"HQY","HealthEquity, Inc.","29.59","$1.69B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","22.95","$726.14M","2000","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/hstm",
"HWAY","Healthways, Inc.","12.2","$437.15M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTLD","Heartland Express, Inc.","20.43","$1.8B","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","35.32","$728.58M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htlf",
"HTWR","Heartware International, Inc.","62.25","$1.08B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/htwr",
"HTBX","Heat Biologics, Inc.","5.27","$44.3M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx",
"HSII","Heidrick & Struggles International, Inc.","19.48","$358M","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","90.71","$2.6B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele",
"HMNY","Helios and Matheson Analytics Inc","2.09","$4.87M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HMTV","Hemisphere Media Group, Inc.","13.99","$638.16M","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","23.97","$144.43M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp. II","n/a","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. II","9.99","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. II","0.25","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","135.43","$11.29B","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HTBK","Heritage Commerce Corp","11.44","$304.26M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","18.83","$564.05M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa",
"HEOP","Heritage Oaks Bancorp","7.96","$273.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HCCI","Heritage-Crystal Clean, Inc.","11.21","$250.17M","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","28.59","$1.71B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","33.56","$1.2B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","34.36","$224.47M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HFFC","HF Financial Corp.","16","$112.87M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HIBB","Hibbett Sports, Inc.","37.58","$895.49M","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"HPJ","Highpower International Inc","2.39","$36.09M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","5.28","$20.07M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","7.66","$1.31B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","112.52","$239.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","5.25","$69.49M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","11.69","$52.41M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","9.55","$845.68M","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","17.32","$1.01B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","41.39","$11.66B","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","26.2005","$189.52M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","39.03","$2.65B","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","22.9999","$48.66M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"AWAY","HomeAway, Inc.","27.12","$2.6B","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/away",
"HMIN","Homeinns Hotel Group","27.05","$1.3B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hmin",
"HMST","HomeStreet, Inc.","22.42","$494.83M","2012","Finance","Banks","http://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","18.32","$350.91M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"HKTV","Hong Kong Television Network Limited","4.29","$173.53M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hktv",
"CETC","Hongli Clean Energy Technologies Corp.","0.6257","$14.99M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"HOFT","Hooker Furniture Corporation","25.26","$273.1M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HFBC","HopFed Bancorp, Inc.","11.95","$83.35M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","25.06","$231.96M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","25.52","$4.06B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","9.86","$114.75M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"ZINC","Horsehead Holding Corp.","4.12","$233.45M","2007","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zinc",
"HDP","Hortonworks, Inc.","24.13","$1.06B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp",
"HMHC","Houghton Mifflin Harcourt Company","22.3","$3.03B","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","6.88","$118.07M","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","4.5","$22.5M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","13.96","$88.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HSNI","HSN, Inc.","58.06","$3.07B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HTGM","HTG Molecular Diagnostics, Inc.","11.37","$77.63M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/htgm",
"HUBG","Hub Group, Inc.","38.02","$1.39B","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HCBK","Hudson City Bancorp, Inc.","9.27","$4.91B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hcbk",
"HSON","Hudson Global, Inc.","2.49","$86.33M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","3.07","$100.15M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HBAN","Huntington Bancshares Incorporated","10.33","$8.3B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANP","Huntington Bancshares Incorporated","1340","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HURC","Hurco Companies, Inc.","28.1","$184.1M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","66.75","$1.53B","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HTCH","Hutchinson Technology Incorporated","1.45","$48.61M","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"HBP","Huttig Building Products, Inc.","3.1","$77.14M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp",
"HDRA","Hydra Industries Acquisition Corp.","9.69","$96.9M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdra",
"HDRAR","Hydra Industries Acquisition Corp.","0.34","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","10.12","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.29","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/hdraw",
"HYGS","Hydrogenics Corporation","9.15","$92.35M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","3.43","$45.99M","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IACI","IAC/InterActiveCorp","67.95","$5.63B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci",
"IKGH","Iao Kun Group Holding Company Limited","1.78","$109.43M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKC","IBERIABANK Corporation","58.74","$2.42B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"IBKCP","IBERIABANK Corporation","25.29","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","4.11","$64.61M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","70.76","$8.96B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","31.39","$608.03M","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICLR","ICON plc","77.74","$4.65B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","14","$675.65M","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","113.11","$1.79B","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","7.0199","$65.65M","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","4.27","$45.92M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","3.79","$447.68M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","76.16","$7.01B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"DSKY","iDreamSky Technology Limited","9.97","$433.48M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsky",
"IROQ","IF Bancorp, Inc.","16.9","$72.48M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IRG","Ignite Restaurant Group, Inc.","4.8","$125.41M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"RXDX","Ignyta, Inc.","15.74","$465.89M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"IIVI","II-VI Incorporated","16.1","$985.68M","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","14.6","$956.64M","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKAN","Ikanos Communications, Inc.","2.75","$47.38M","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"IKNX","Ikonics Corporation","12.1001","$24.42M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","193.09","$27.94B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","3.73","$18.7M","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","11.75","$330.86M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","6.52","$19.92M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","16.35","$329.12M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","1.49","$40.34M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp          ",
"IMGN","ImmunoGen, Inc.","11.98","$1.04B","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","1.9","$179.79M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","42.42","$3.07B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IMMY","Imprimis Pharmaceuticals, Inc.","6.93","$66.49M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","45.69","$2.57B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"SAAS","inContact, Inc.","8.13","$500.69M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/saas",
"INCY","Incyte Corporation","117.78","$21.26B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","44.94","$1.18B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","14.1","$319.09M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","39.49","$675.61M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","3.549","$28.28M","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","20.55","$2.7B","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","9.48","$466.31M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","78.62","$895.07M","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"III","Information Services Group, Inc.","4.3","$160.4M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","1.23","$17.7M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","46.49","$941.88M","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","6.77","$364.16M","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll AG","13.125","$262.36M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.36","$59.8M","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","42.34","$832.13M","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","47.34","$1.14B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","2.67","$45.1M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INGN","Inogen, Inc","53.35","$1.03B","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","13.36","$269.84M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","22.18","$3.28B","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","7.19","$518.52M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"NSIT","Insight Enterprises, Inc.","25.04","$928.73M","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.54","$31.05M","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","24.11","$1.49B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","16.22","$299.08M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","29.1","$1.66B","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","32.29","$2.32B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","5.93","$63.06M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","64.92","$2.4B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","19.82","$2.94B","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","7.86","$169.11M","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","21.82","$703.97M","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","28.67","$136.3B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","21.23","$713.21M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"IPCI","Intellipharmaceutics International Inc.","2.08","$50.07M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","24.05","$745.64M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","38.98","$15.95B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","30.91","$669.69M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","181.32","$4.39B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"ICLD","InterCloud Systems, Inc","1.96","$50.36M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icld",
"ICLDW","InterCloud Systems, Inc","1.086","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/icldw",
"IDCC","InterDigital, Inc.","48.04","$1.73B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","23.96","$1.58B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IMI","Intermolecular, Inc.","1.84","$89.72M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","8.38","$459.3M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","24.73","$1.64B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","31.96","$1.49B","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","8.22","$157.85M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","8.8","$821.94M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"INPH","Interphase Corporation","0.1572","$1.32M","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"XENT","Intersect ENT, Inc.","24.05","$673.16M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","1.97","$39.75M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","11.14","$1.47B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","19.15","$1.1B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IVAC","Intevac, Inc.","4.96","$109.79M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","25.15","$478.37M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.5801","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"ITCI","Intra-Cellular Therapies Inc.","44.95","$1.58B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","7.6","$45.34M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","86.85","$24.08B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","494.21","$18.3B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
